,End Reason,End Period,End Clock,End Spot,Offense Wins,Offense Losses,Offense Conference Rank,Defense Wins,Defense Losses,Defense Conference Rank,Offense Home Team
10112,1,1,582.0,26,4.0,7.0,5,5.0,6.0,10,1
10113,1,2,313.0,4,4.0,7.0,5,5.0,6.0,10,1
10114,0,3,550.0,30,4.0,7.0,5,5.0,6.0,10,1
10115,0,3,196.0,28,5.0,6.0,10,4.0,7.0,5,0
10116,1,1,20.0,4,5.0,6.0,10,8.0,4.0,10,1
10117,0,1,354.0,28,7.0,4.0,5,6.0,5.0,5,1
10118,1,2,808.0,17,7.0,4.0,5,6.0,5.0,5,1
10119,1,2,628.0,15,6.0,5.0,5,7.0,4.0,5,0
10120,1,2,437.0,20,7.0,4.0,5,6.0,5.0,5,1
10121,1,4,193.0,8,7.0,4.0,5,6.0,5.0,5,1
10122,0,4,11.0,11,7.0,4.0,5,6.0,5.0,5,1
10123,0,1,393.0,15,5.0,7.0,5,5.0,6.0,10,0
10124,1,2,844.0,21,7.0,5.0,10,9.0,3.0,5,1
10125,1,4,851.0,25,9.0,3.0,5,7.0,5.0,10,0
10126,0,1,71.0,24,4.0,7.0,5,2.0,9.0,5,1
10127,0,2,0.0,34,2.0,9.0,5,4.0,7.0,5,0
10128,0,3,247.0,25,2.0,9.0,5,4.0,7.0,5,0
10129,0,4,522.0,8,4.0,7.0,5,2.0,9.0,5,1
10130,1,1,601.0,19,7.0,5.0,10,6.0,6.0,5,1
10131,1,2,621.0,4,6.0,6.0,5,7.0,5.0,10,0
10132,1,1,473.0,7,7.0,5.0,10,6.0,5.0,5,1
10133,1,2,832.0,27,7.0,5.0,10,6.0,5.0,5,1
10134,1,4,262.0,23,6.0,5.0,5,7.0,5.0,10,0
10135,0,2,522.0,18,4.0,7.0,10,8.0,4.0,10,0
10136,1,2,0.0,34,4.0,7.0,10,8.0,4.0,10,0
10137,1,3,101.0,3,8.0,4.0,10,4.0,7.0,10,1
10138,0,1,8.0,15,2.0,9.0,5,2.0,9.0,5,0
10139,1,2,688.0,9,2.0,9.0,5,2.0,9.0,5,1
10140,1,4,872.0,24,2.0,9.0,5,2.0,9.0,5,0
10141,0,4,304.0,14,2.0,9.0,5,2.0,9.0,5,0
10142,1,4,0.0,24,2.0,9.0,5,2.0,9.0,5,1
10143,1,1,500.0,16,7.0,5.0,10,7.0,5.0,5,1
10144,0,2,811.0,12,7.0,5.0,10,7.0,5.0,5,1
10145,1,4,191.0,14,7.0,5.0,5,7.0,5.0,10,0
10146,1,1,603.0,24,13.0,0.0,10,10.0,2.0,10,0
10147,1,2,857.0,28,10.0,2.0,10,13.0,0.0,10,1
10148,1,2,273.0,19,10.0,2.0,10,13.0,0.0,10,1
10149,1,2,35.0,8,10.0,2.0,10,13.0,0.0,10,1
10150,1,2,2.0,20,13.0,0.0,10,10.0,2.0,10,0
10151,1,3,706.0,26,10.0,2.0,10,13.0,0.0,10,1
10152,1,3,456.0,8,13.0,0.0,10,10.0,2.0,10,0
10153,1,3,312.0,8,10.0,2.0,10,13.0,0.0,10,1
10154,0,4,300.0,33,10.0,2.0,10,13.0,0.0,10,1
10155,1,2,677.0,35,9.0,4.0,5,8.0,4.0,10,0
10156,1,2,5.0,5,9.0,4.0,5,8.0,4.0,10,0
10157,1,3,336.0,2,9.0,4.0,5,8.0,4.0,10,0
10158,1,4,859.0,11,8.0,4.0,10,9.0,4.0,5,1
10159,1,2,294.0,16,9.0,4.0,5,5.0,6.0,10,0
10160,1,3,340.0,23,5.0,6.0,10,9.0,4.0,5,1
10161,1,3,145.0,15,5.0,6.0,10,9.0,4.0,5,1
10162,1,3,0.0,19,9.0,4.0,5,5.0,6.0,10,0
10163,1,4,63.0,12,5.0,6.0,10,9.0,4.0,5,1
10164,1,1,630.0,9,10.0,2.0,10,8.0,3.0,0,1
10165,1,1,355.0,23,10.0,2.0,10,8.0,3.0,0,1
10166,1,2,569.0,21,10.0,2.0,10,8.0,3.0,0,1
10167,1,2,293.0,20,10.0,2.0,10,8.0,3.0,0,1
10168,1,2,0.0,24,10.0,2.0,10,8.0,3.0,0,1
10169,0,3,648.0,25,8.0,3.0,0,10.0,2.0,10,0
10170,1,4,633.0,3,10.0,2.0,10,8.0,3.0,0,1
10171,1,2,611.0,7,4.0,7.0,10,11.0,1.0,10,0
10172,1,3,178.0,5,7.0,6.0,5,5.0,6.0,10,0
10173,1,2,485.0,27,7.0,5.0,10,4.0,7.0,0,1
10174,0,1,62.0,18,6.0,6.0,10,0.0,10.0,0,1
10175,0,2,764.0,21,6.0,6.0,10,0.0,10.0,0,1
10176,1,2,423.0,13,6.0,6.0,10,0.0,10.0,0,1
10177,1,4,897.0,4,0.0,10.0,0,6.0,6.0,10,0
10178,0,1,262.0,23,11.0,1.0,5,5.0,6.0,5,0
10179,1,1,32.0,7,11.0,1.0,5,5.0,6.0,5,0
10180,0,2,628.0,20,11.0,1.0,5,5.0,6.0,5,0
10181,0,3,585.0,14,11.0,1.0,5,5.0,6.0,5,0
10182,0,4,444.0,25,5.0,6.0,5,11.0,1.0,5,1
10183,0,4,247.0,27,5.0,6.0,5,11.0,1.0,5,1
10184,0,4,138.0,27,5.0,6.0,5,11.0,1.0,5,1
10185,0,2,858.0,23,1.0,10.0,10,1.0,10.0,5,1
10186,1,2,464.0,4,1.0,10.0,10,1.0,10.0,5,1
10187,0,4,895.0,22,1.0,10.0,10,1.0,10.0,5,1
10188,1,2,409.0,19,5.0,6.0,5,9.0,3.0,10,0
10189,0,2,2.0,33,7.0,4.0,5,9.0,3.0,5,0
10190,1,3,517.0,5,7.0,4.0,5,9.0,3.0,5,0
10191,0,4,191.0,31,7.0,4.0,5,9.0,3.0,5,0
10192,1,2,637.0,3,5.0,6.0,5,4.0,7.0,5,0
10193,0,2,409.0,29,5.0,6.0,5,4.0,7.0,5,0
10194,1,3,592.0,3,5.0,6.0,5,4.0,7.0,5,0
10195,0,1,675.0,22,4.0,7.0,5,5.0,7.0,5,1
10196,1,1,55.0,15,5.0,7.0,5,4.0,7.0,5,0
10197,1,2,8.0,12,5.0,7.0,5,4.0,7.0,5,0
10198,0,3,400.0,12,4.0,7.0,5,5.0,7.0,5,1
10199,1,3,172.0,30,5.0,7.0,5,4.0,7.0,5,0
10200,1,3,621.0,21,8.0,4.0,5,5.0,6.0,10,1
10201,1,4,887.0,23,5.0,6.0,10,8.0,4.0,5,0
10202,1,4,433.0,30,5.0,6.0,10,8.0,4.0,5,0
10203,0,2,501.0,11,7.0,5.0,5,3.0,8.0,5,1
10204,0,2,0.0,30,3.0,8.0,5,7.0,5.0,5,0
10205,1,4,584.0,12,7.0,5.0,5,3.0,8.0,5,1
10206,1,2,505.0,28,2.0,9.0,10,8.0,4.0,10,1
10207,0,2,0.0,14,11.0,1.0,10,0.0,10.0,0,1
10208,1,1,798.0,22,10.0,3.0,10,0.0,11.0,5,1
10209,0,1,578.0,29,5.0,6.0,5,4.0,7.0,5,0
10210,0,2,667.0,18,4.0,7.0,5,5.0,6.0,5,1
10211,1,2,402.0,17,4.0,7.0,5,5.0,6.0,5,1
10212,0,4,586.0,27,5.0,6.0,5,4.0,7.0,5,0
10213,1,2,503.0,22,7.0,5.0,5,11.0,1.0,5,0
10214,1,3,125.0,13,11.0,1.0,5,7.0,5.0,5,1
10215,1,5,0.0,17,7.0,5.0,5,11.0,1.0,5,0
10216,1,1,712.0,25,8.0,4.0,5,6.0,6.0,5,1
10217,1,2,777.0,19,6.0,6.0,5,8.0,4.0,5,0
10218,1,3,803.0,7,6.0,6.0,5,8.0,4.0,5,0
10219,1,3,291.0,4,8.0,4.0,5,6.0,6.0,5,1
10220,1,3,99.0,15,8.0,4.0,5,6.0,6.0,5,1
10221,1,4,686.0,7,8.0,4.0,5,6.0,6.0,5,1
10222,0,4,2.0,10,8.0,4.0,5,6.0,6.0,5,1
10223,1,5,0.0,25,8.0,4.0,5,6.0,6.0,5,1
10224,0,1,686.0,26,7.0,5.0,10,7.0,5.0,10,0
10225,1,2,722.0,10,7.0,5.0,10,7.0,5.0,10,1
10226,1,2,740.0,34,3.0,8.0,10,5.0,6.0,10,1
10227,1,3,86.0,30,5.0,6.0,10,3.0,8.0,10,0
10228,1,3,546.0,16,4.0,7.0,5,9.0,3.0,10,0
10229,0,4,745.0,14,4.0,7.0,5,9.0,3.0,10,0
10230,1,1,277.0,13,9.0,3.0,10,8.0,5.0,10,1
10231,0,3,562.0,22,9.0,3.0,10,8.0,5.0,10,1
10232,0,2,791.0,16,1.0,10.0,5,7.0,5.0,10,1
10233,1,3,413.0,16,1.0,10.0,5,7.0,5.0,10,1
10234,1,3,233.0,16,7.0,5.0,10,1.0,10.0,5,0
10235,0,2,257.0,18,8.0,4.0,10,2.0,9.0,10,1
10236,1,2,0.0,19,2.0,9.0,10,8.0,4.0,10,0
10237,1,4,534.0,13,2.0,9.0,10,8.0,4.0,10,0
10238,0,1,696.0,24,10.0,2.0,10,8.0,4.0,10,1
10239,1,1,5.0,27,10.0,2.0,10,8.0,4.0,10,1
10240,0,2,568.0,15,8.0,4.0,10,10.0,2.0,10,0
10241,1,2,195.0,34,10.0,2.0,10,8.0,4.0,10,1
10242,1,2,15.0,19,8.0,4.0,10,10.0,2.0,10,0
10243,0,2,0.0,19,0.0,10.0,0,4.0,7.0,10,0
10244,0,3,506.0,34,4.0,7.0,10,0.0,10.0,0,1
10245,1,3,93.0,5,0.0,10.0,0,4.0,7.0,10,0
10246,1,1,26.0,20,9.0,3.0,10,8.0,4.0,10,0
10247,1,2,281.0,17,8.0,4.0,10,9.0,3.0,10,1
10248,1,2,152.0,20,9.0,3.0,10,8.0,4.0,10,0
10249,0,3,119.0,33,8.0,4.0,10,9.0,3.0,10,1
10250,1,4,15.0,10,8.0,4.0,10,9.0,3.0,10,1
10251,1,5,0.0,22,8.0,4.0,10,9.0,3.0,10,1
10252,1,5,0.0,2,9.0,3.0,10,8.0,4.0,10,0
10253,0,2,6.0,11,1.0,10.0,10,0.0,10.0,0,1
10254,1,3,624.0,22,1.0,10.0,10,0.0,10.0,0,1
10255,0,4,304.0,27,0.0,10.0,0,1.0,10.0,10,0
10256,0,2,236.0,19,5.0,6.0,10,9.0,3.0,10,0
10257,1,3,701.0,21,9.0,3.0,10,5.0,6.0,10,1
10258,1,3,314.0,18,9.0,3.0,10,5.0,6.0,10,1
10259,1,4,482.0,2,9.0,3.0,10,5.0,6.0,10,1
10260,1,1,752.0,18,5.0,6.0,10,7.0,5.0,10,0
10261,1,1,593.0,32,5.0,6.0,10,7.0,5.0,10,0
10262,0,2,337.0,26,7.0,5.0,10,5.0,6.0,10,1
10263,1,2,426.0,23,10.0,3.0,10,5.0,6.0,5,1
10264,0,2,249.0,13,10.0,3.0,10,5.0,6.0,5,1
10265,1,3,497.0,23,10.0,3.0,10,5.0,6.0,5,1
10266,1,4,327.0,40,10.0,3.0,10,5.0,6.0,5,1
10267,1,1,619.0,4,4.0,7.0,10,3.0,8.0,10,1
10268,0,1,565.0,20,0.0,10.0,0,7.0,5.0,10,0
10269,1,2,183.0,5,7.0,5.0,10,0.0,10.0,0,1
10270,1,4,292.0,30,7.0,5.0,10,7.0,4.0,5,1
10271,1,4,97.0,7,7.0,5.0,10,7.0,4.0,5,1
10272,1,1,221.0,23,7.0,4.0,5,1.0,10.0,5,0
10273,0,2,2.0,25,1.0,10.0,5,7.0,4.0,5,1
10274,1,3,365.0,22,1.0,10.0,5,7.0,4.0,5,1
10275,1,4,608.0,2,7.0,4.0,5,1.0,10.0,5,0
10276,1,1,143.0,26,5.0,6.0,10,9.0,3.0,10,0
10277,1,3,363.0,28,5.0,6.0,10,9.0,3.0,10,0
10278,1,2,55.0,18,5.0,6.0,10,11.0,1.0,10,1
10279,1,3,318.0,17,5.0,6.0,10,11.0,1.0,10,1
10280,1,4,138.0,23,11.0,1.0,10,5.0,6.0,10,0
10281,1,3,4.0,13,7.0,5.0,5,0.0,10.0,0,1
10282,1,2,24.0,20,7.0,5.0,10,4.0,7.0,5,1
10283,1,3,541.0,4,7.0,5.0,10,4.0,7.0,5,1
10284,1,3,639.0,32,7.0,6.0,5,4.0,7.0,5,0
10285,1,2,695.0,4,7.0,5.0,10,2.0,9.0,5,1
10286,1,2,389.0,10,7.0,5.0,10,2.0,9.0,5,1
10287,1,1,450.0,4,7.0,5.0,10,4.0,7.0,5,1
10288,1,2,229.0,24,7.0,5.0,10,4.0,7.0,5,1
10289,0,2,0.0,33,4.0,7.0,5,7.0,5.0,10,0
10290,1,3,401.0,16,7.0,5.0,10,4.0,7.0,5,1
10291,1,2,393.0,26,5.0,6.0,10,10.0,3.0,10,1
10292,0,2,126.0,34,10.0,3.0,10,5.0,6.0,10,0
10293,0,4,672.0,33,5.0,6.0,10,10.0,3.0,10,1
10294,0,1,657.0,25,5.0,6.0,10,8.0,4.0,10,0
10295,0,2,748.0,9,8.0,4.0,10,5.0,6.0,10,1
10296,1,3,759.0,21,5.0,6.0,10,8.0,4.0,10,0
10297,1,3,104.0,10,5.0,6.0,10,8.0,4.0,10,0
10298,0,4,679.0,32,5.0,6.0,10,8.0,4.0,10,0
10299,0,4,88.0,22,8.0,4.0,10,5.0,6.0,10,1
10300,0,4,0.0,29,5.0,6.0,10,8.0,4.0,10,0
10301,1,1,192.0,7,9.0,3.0,5,2.0,9.0,5,1
10302,0,2,1.0,28,9.0,3.0,5,2.0,9.0,5,1
10303,0,3,585.0,2,9.0,3.0,5,2.0,9.0,5,1
10304,1,3,155.0,8,9.0,3.0,5,2.0,9.0,5,1
10305,1,4,489.0,5,9.0,3.0,5,2.0,9.0,5,1
10306,1,2,1.0,19,6.0,5.0,5,0.0,12.0,5,1
10307,1,1,463.0,14,7.0,5.0,10,0.0,10.0,0,1
10308,1,3,618.0,7,0.0,10.0,0,7.0,5.0,10,0
10309,1,3,424.0,18,7.0,5.0,10,0.0,10.0,0,1
10310,0,4,568.0,11,0.0,10.0,0,7.0,5.0,10,0
10311,1,2,386.0,25,9.0,4.0,5,2.0,9.0,5,0
10312,0,1,429.0,28,7.0,5.0,5,0.0,10.0,0,1
10313,0,1,75.0,4,0.0,10.0,0,7.0,5.0,5,0
10314,1,4,843.0,25,0.0,10.0,0,7.0,5.0,5,0
10315,1,2,589.0,29,9.0,3.0,5,5.0,6.0,10,1
10316,1,2,326.0,4,5.0,6.0,10,9.0,3.0,5,0
10317,0,2,73.0,29,9.0,3.0,5,5.0,6.0,10,1
10318,0,4,826.0,36,5.0,6.0,10,9.0,3.0,5,0
10319,1,5,0.0,25,9.0,3.0,5,5.0,6.0,10,1
10320,1,3,573.0,7,10.0,2.0,10,5.0,7.0,5,1
10321,1,4,355.0,22,10.0,2.0,10,5.0,7.0,5,1
10322,1,2,362.0,35,4.0,7.0,10,6.0,6.0,5,1
10323,0,2,123.0,31,6.0,6.0,5,4.0,7.0,10,0
10324,1,2,46.0,15,4.0,7.0,10,6.0,6.0,5,1
10325,1,4,891.0,9,6.0,6.0,5,4.0,7.0,10,0
10326,1,1,729.0,9,8.0,5.0,5,10.0,2.0,10,0
10327,0,1,146.0,23,10.0,2.0,10,8.0,5.0,5,1
10328,1,3,695.0,10,8.0,5.0,5,10.0,2.0,10,0
10329,1,3,251.0,27,10.0,2.0,10,8.0,5.0,5,1
10330,0,1,304.0,18,11.0,1.0,10,6.0,5.0,5,1
10331,1,2,716.0,16,11.0,1.0,10,6.0,5.0,5,1
10332,1,2,29.0,13,6.0,5.0,5,11.0,1.0,10,0
10333,1,2,0.0,20,11.0,1.0,10,6.0,5.0,5,1
10334,0,3,221.0,31,6.0,5.0,5,11.0,1.0,10,0
10335,1,2,716.0,23,0.0,2.0,10,7.0,5.0,10,0
10336,1,2,242.0,12,0.0,2.0,10,7.0,5.0,10,0
10337,1,3,384.0,9,0.0,2.0,10,7.0,5.0,10,0
10338,0,2,531.0,7,6.0,6.0,10,8.0,5.0,5,1
10339,1,4,681.0,4,6.0,6.0,10,8.0,5.0,5,1
10340,1,2,802.0,14,4.0,7.0,10,0.0,1.0,10,0
10341,1,2,419.0,12,0.0,10.0,0,7.0,5.0,5,0
10342,1,2,274.0,34,0.0,10.0,0,7.0,5.0,5,0
10343,1,2,0.0,23,7.0,5.0,5,0.0,10.0,0,1
10344,1,4,505.0,18,7.0,5.0,5,0.0,10.0,0,1
10345,0,4,454.0,3,6.0,5.0,5,0.0,10.0,0,1
10346,1,1,726.0,31,5.0,6.0,10,0.0,10.0,0,1
10347,0,1,210.0,16,0.0,10.0,0,5.0,6.0,10,0
10348,0,2,44.0,28,5.0,6.0,10,0.0,10.0,0,1
10349,0,3,395.0,30,5.0,6.0,10,0.0,10.0,0,1
10350,0,4,742.0,24,0.0,10.0,0,5.0,6.0,10,0
10351,0,4,347.0,15,0.0,10.0,0,5.0,6.0,10,0
10352,1,3,570.0,9,7.0,5.0,10,1.0,10.0,10,0
10353,1,4,385.0,9,1.0,10.0,10,7.0,5.0,10,1
10354,1,4,1.0,2,7.0,5.0,10,1.0,10.0,10,0
10355,1,3,266.0,12,0.0,11.0,5,9.0,3.0,5,1
10356,1,2,473.0,12,5.0,6.0,10,5.0,6.0,5,1
10357,1,3,573.0,2,9.0,3.0,10,0.0,10.0,0,1
10358,0,3,466.0,28,9.0,3.0,10,0.0,10.0,0,1
10359,0,3,328.0,33,0.0,10.0,0,9.0,3.0,10,0
10360,1,3,602.0,23,13.0,0.0,10,1.0,10.0,5,1
10361,1,3,349.0,19,1.0,10.0,5,13.0,0.0,10,0
10362,0,1,539.0,21,4.0,7.0,5,4.0,7.0,5,0
10363,1,2,698.0,13,4.0,7.0,5,4.0,7.0,5,0
10364,1,2,11.0,33,4.0,7.0,5,4.0,7.0,5,0
10365,1,3,608.0,6,4.0,7.0,5,4.0,7.0,5,0
10366,1,1,640.0,22,5.0,6.0,10,4.0,7.0,5,0
10367,1,1,16.0,10,5.0,6.0,10,4.0,7.0,5,0
10368,1,2,448.0,32,4.0,7.0,5,5.0,6.0,10,1
10369,0,2,0.0,39,4.0,7.0,5,5.0,6.0,10,1
10370,0,3,272.0,30,4.0,7.0,5,5.0,6.0,10,1
10371,0,4,728.0,20,4.0,7.0,5,5.0,6.0,10,1
10372,0,4,300.0,20,5.0,6.0,10,4.0,7.0,5,0
10373,1,1,592.0,12,3.0,8.0,10,5.0,6.0,10,0
10374,0,1,401.0,29,3.0,8.0,10,5.0,6.0,10,0
10375,1,1,175.0,20,5.0,6.0,10,3.0,8.0,10,1
10376,0,4,380.0,14,5.0,6.0,10,3.0,8.0,10,1
10377,1,1,521.0,18,11.0,2.0,10,4.0,7.0,5,1
10378,0,2,237.0,19,4.0,7.0,5,11.0,2.0,10,0
10379,1,2,895.0,34,5.0,6.0,5,4.0,7.0,10,0
10380,1,2,670.0,22,4.0,7.0,10,5.0,6.0,5,1
10381,1,2,254.0,5,5.0,6.0,5,4.0,7.0,10,0
10382,1,3,442.0,30,4.0,7.0,10,5.0,6.0,5,1
10383,1,4,733.0,13,4.0,7.0,10,5.0,6.0,5,1
10384,0,1,610.0,8,0.0,10.0,0,4.0,7.0,10,0
10385,1,2,0.0,14,4.0,7.0,10,0.0,10.0,0,1
10386,1,3,570.0,15,4.0,7.0,10,0.0,10.0,0,1
10387,0,1,496.0,11,2.0,9.0,10,2.0,9.0,5,1
10388,1,2,144.0,13,2.0,9.0,5,2.0,9.0,10,0
10389,1,2,0.0,1,2.0,9.0,10,2.0,9.0,5,1
10390,1,3,376.0,11,2.0,9.0,10,2.0,9.0,5,1
10391,1,4,478.0,20,2.0,9.0,5,2.0,9.0,10,0
10392,1,1,406.0,4,7.0,4.0,5,0.0,10.0,0,1
10393,0,2,0.0,9,0.0,10.0,0,7.0,4.0,5,0
10394,1,4,111.0,9,7.0,4.0,5,0.0,10.0,0,1
10395,1,1,512.0,3,9.0,4.0,5,6.0,5.0,5,1
10396,1,1,168.0,18,9.0,4.0,5,6.0,5.0,5,1
10397,0,2,379.0,37,5.0,6.0,5,2.0,9.0,5,0
10398,0,2,63.0,36,5.0,6.0,5,2.0,9.0,5,0
10399,1,1,674.0,11,5.0,6.0,10,11.0,3.0,0,1
10400,1,1,94.0,3,5.0,6.0,10,11.0,3.0,0,1
10401,1,2,244.0,14,11.0,3.0,0,5.0,6.0,10,0
10402,0,3,497.0,25,11.0,3.0,0,5.0,6.0,10,0
10403,1,4,685.0,1,5.0,6.0,10,11.0,3.0,0,1
10404,1,2,3.0,29,7.0,5.0,5,4.0,7.0,5,1
10405,1,1,600.0,10,0.0,12.0,5,8.0,4.0,10,1
10406,0,2,841.0,24,0.0,12.0,5,8.0,4.0,10,1
10407,0,2,393.0,21,0.0,12.0,5,8.0,4.0,10,1
10408,0,2,14.0,23,8.0,4.0,10,0.0,12.0,5,0
10409,0,3,291.0,10,8.0,4.0,10,0.0,12.0,5,0
10410,1,3,0.0,15,0.0,12.0,5,8.0,4.0,10,1
10411,0,2,0.0,31,4.0,7.0,5,7.0,5.0,10,1
10412,1,1,109.0,21,7.0,6.0,5,7.0,5.0,5,1
10413,1,2,458.0,4,7.0,6.0,5,7.0,5.0,5,1
10414,1,2,534.0,17,4.0,7.0,10,0.0,2.0,10,0
10415,1,3,803.0,18,0.0,2.0,10,4.0,7.0,10,1
10416,0,3,402.0,30,0.0,2.0,10,4.0,7.0,10,1
10417,1,4,593.0,10,4.0,7.0,10,0.0,2.0,10,0
10418,1,2,77.0,11,5.0,6.0,5,6.0,6.0,5,0
10419,1,3,689.0,10,6.0,6.0,5,5.0,6.0,5,1
10420,0,1,818.0,31,0.0,10.0,0,9.0,3.0,10,0
10421,1,1,550.0,11,9.0,3.0,10,0.0,10.0,0,1
10422,1,3,323.0,4,9.0,3.0,10,0.0,10.0,0,1
10423,1,3,12.0,15,9.0,3.0,10,0.0,10.0,0,1
10424,1,1,389.0,25,11.0,1.0,5,6.0,6.0,5,0
10425,1,2,753.0,14,11.0,1.0,5,6.0,6.0,5,0
10426,0,2,582.0,35,11.0,1.0,5,6.0,6.0,5,0
10427,1,2,247.0,12,6.0,6.0,5,11.0,1.0,5,1
10428,1,2,117.0,12,11.0,1.0,5,6.0,6.0,5,0
10429,1,3,685.0,29,6.0,6.0,5,11.0,1.0,5,1
10430,1,4,0.0,21,6.0,6.0,5,11.0,1.0,5,1
10431,0,1,332.0,22,4.0,7.0,5,8.0,5.0,5,0
10432,0,2,855.0,30,8.0,5.0,5,4.0,7.0,5,1
10433,1,2,109.0,32,8.0,5.0,5,4.0,7.0,5,1
10434,1,3,328.0,16,8.0,5.0,5,4.0,7.0,5,1
10435,1,4,345.0,26,8.0,5.0,5,4.0,7.0,5,1
10436,0,1,651.0,24,4.0,7.0,5,6.0,5.0,5,0
10437,1,1,299.0,18,6.0,5.0,5,4.0,7.0,5,1
10438,0,1,77.0,32,4.0,7.0,5,6.0,5.0,5,0
10439,1,2,266.0,18,6.0,5.0,5,4.0,7.0,5,1
10440,1,4,520.0,8,4.0,7.0,5,6.0,5.0,5,0
10441,1,4,0.0,2,4.0,7.0,5,6.0,5.0,5,0
10442,1,5,0.0,18,4.0,7.0,5,6.0,5.0,5,0
10443,1,1,552.0,15,9.0,3.0,10,8.0,4.0,10,0
10444,1,2,411.0,19,8.0,4.0,10,9.0,3.0,10,1
10445,0,4,74.0,31,9.0,3.0,10,8.0,4.0,10,0
10446,1,5,0.0,8,8.0,4.0,10,9.0,3.0,10,1
10447,0,1,6.0,10,6.0,6.0,5,9.0,3.0,5,1
10448,1,3,179.0,27,5.0,7.0,5,2.0,9.0,5,0
10449,1,1,234.0,3,5.0,6.0,10,2.0,9.0,10,0
10450,1,1,492.0,14,5.0,6.0,10,2.0,9.0,5,1
10451,0,3,219.0,30,5.0,6.0,10,2.0,9.0,5,1
10452,1,4,535.0,39,5.0,6.0,10,2.0,9.0,5,1
10453,0,1,768.0,11,7.0,6.0,10,9.0,3.0,10,0
10454,1,1,367.0,16,9.0,3.0,10,7.0,6.0,10,1
10455,0,2,842.0,20,9.0,3.0,10,7.0,6.0,10,1
10456,1,2,672.0,2,9.0,3.0,10,7.0,6.0,10,1
10457,1,3,367.0,16,9.0,3.0,10,7.0,6.0,10,1
10458,0,3,193.0,26,9.0,3.0,10,7.0,6.0,10,1
10459,1,4,717.0,41,7.0,6.0,10,9.0,3.0,10,0
10460,0,1,672.0,21,7.0,5.0,10,5.0,6.0,10,1
10461,1,1,274.0,27,7.0,5.0,10,5.0,6.0,10,1
10462,1,3,183.0,17,7.0,5.0,10,5.0,6.0,10,1
10463,1,1,670.0,17,3.0,8.0,10,10.0,3.0,10,1
10464,0,1,19.0,23,10.0,3.0,10,3.0,8.0,10,0
10465,0,2,23.0,35,10.0,3.0,10,3.0,8.0,10,0
10466,1,3,760.0,10,10.0,3.0,10,3.0,8.0,10,0
10467,1,3,435.0,6,10.0,3.0,10,3.0,8.0,10,0
10468,1,4,587.0,5,10.0,3.0,10,3.0,8.0,10,0
10469,0,1,85.0,24,4.0,7.0,5,3.0,8.0,10,0
10470,1,3,784.0,35,4.0,7.0,5,3.0,8.0,10,0
10471,1,1,427.0,4,7.0,5.0,10,5.0,6.0,10,1
10472,0,2,443.0,21,5.0,6.0,10,7.0,5.0,10,0
10473,0,4,846.0,24,5.0,6.0,10,7.0,5.0,10,0
10474,1,4,353.0,7,5.0,6.0,10,7.0,5.0,10,0
10475,1,1,126.0,2,7.0,5.0,10,11.0,1.0,10,1
10476,1,2,896.0,8,7.0,5.0,10,11.0,1.0,10,1
10477,1,2,394.0,25,7.0,5.0,10,11.0,1.0,10,1
10478,1,3,608.0,8,11.0,1.0,10,7.0,5.0,10,0
10479,0,3,94.0,29,7.0,5.0,10,11.0,1.0,10,1
10480,1,4,853.0,10,11.0,1.0,10,7.0,5.0,10,0
10481,1,4,615.0,28,7.0,5.0,10,11.0,1.0,10,1
10482,1,4,130.0,8,7.0,5.0,10,11.0,1.0,10,1
10483,1,2,0.0,30,10.0,2.0,10,7.0,5.0,10,1
10484,1,3,168.0,34,7.0,5.0,10,10.0,2.0,10,0
10485,1,4,708.0,20,7.0,5.0,10,10.0,2.0,10,0
10486,1,3,755.0,16,1.0,10.0,5,4.0,7.0,5,0
10487,0,3,552.0,25,4.0,7.0,5,1.0,10.0,5,1
10488,0,2,773.0,29,5.0,6.0,10,7.0,5.0,10,1
10489,1,2,20.0,5,5.0,6.0,10,7.0,5.0,10,1
10490,1,1,727.0,20,10.0,2.0,10,0.0,1.0,10,1
10491,0,1,128.0,20,10.0,2.0,10,0.0,1.0,10,1
10492,1,2,540.0,31,10.0,2.0,10,0.0,1.0,10,1
10493,1,2,7.0,19,0.0,1.0,10,10.0,2.0,10,0
10494,1,1,591.0,5,5.0,6.0,10,0.0,10.0,0,1
10495,1,3,659.0,22,5.0,6.0,10,0.0,10.0,0,1
10496,1,4,504.0,15,5.0,7.0,5,3.0,8.0,5,1
10497,0,4,240.0,31,3.0,8.0,5,5.0,7.0,5,0
10498,1,2,392.0,15,7.0,5.0,10,4.0,7.0,5,1
10499,1,2,24.0,15,4.0,7.0,5,7.0,5.0,10,0
10500,1,3,668.0,15,4.0,7.0,5,7.0,5.0,10,0
10501,0,1,228.0,15,9.0,3.0,10,6.0,6.0,10,0
10502,1,2,3.0,29,6.0,6.0,10,9.0,3.0,10,1
10503,0,1,394.0,9,2.0,9.0,5,5.0,6.0,5,0
10504,1,3,289.0,7,5.0,6.0,5,2.0,9.0,5,1
10505,1,4,683.0,7,2.0,9.0,5,5.0,6.0,5,0
10506,1,2,98.0,9,0.0,11.0,5,7.0,4.0,5,1
10507,0,3,709.0,26,7.0,4.0,5,0.0,11.0,5,0
10508,1,4,0.0,16,7.0,4.0,5,0.0,11.0,5,0
