,Convert,Play Number,Period Number,Offense Points,Defense Points,Distance,Spot,Play Type,Drive Number,Offense Wins,Offense Losses,Offense Conference Rank,Defense Wins,Defense Losses,Defense Conference Rank
2185,True,64,2,0,10,1.0,29,1,10.0,5.0,7.0,10,10.0,4.0,10
2186,True,61,2,3,10,2.0,39,1,7.0,4.0,8.0,5,9.0,4.0,10
2187,False,170,4,24,13,1.0,31,1,20.0,9.0,4.0,10,4.0,8.0,5
2188,True,175,4,13,24,1.0,47,1,21.0,4.0,8.0,5,9.0,4.0,10
2189,True,38,2,0,0,1.0,48,1,5.0,4.0,8.0,10,4.0,8.0,10
2190,True,103,3,0,3,1.0,36,1,13.0,4.0,8.0,10,4.0,8.0,10
2191,True,55,2,3,7,1.0,34,1,5.0,7.0,6.0,5,7.0,6.0,5
2192,False,141,4,20,13,1.0,28,1,15.0,7.0,6.0,5,7.0,6.0,5
2193,False,110,3,7,24,15.0,33,1,15.0,2.0,10.0,5,5.0,7.0,5
2194,True,152,4,7,31,1.0,54,1,21.0,2.0,10.0,5,5.0,7.0,5
2195,True,189,4,34,17,1.0,35,1,26.0,10.0,3.0,5,6.0,6.0,5
2196,False,195,4,34,17,6.0,29,1,26.0,10.0,3.0,5,6.0,6.0,5
2197,False,196,4,34,17,15.0,38,1,26.0,10.0,3.0,5,6.0,6.0,5
2198,False,7,1,0,0,3.0,35,1,1.0,5.0,7.0,10,14.0,0.0,10
2199,True,110,3,0,17,1.0,52,1,18.0,5.0,7.0,10,14.0,0.0,10
2200,True,115,4,0,17,2.0,32,1,18.0,5.0,7.0,10,14.0,0.0,10
2201,True,60,2,14,14,1.0,51,1,9.0,9.0,4.0,10,7.0,6.0,10
2202,True,76,2,7,13,10.0,70,1,12.0,9.0,4.0,10,0.0,5.0,10
2203,True,53,2,10,14,1.0,23,1,6.0,8.0,5.0,5,8.0,5.0,5
2204,True,108,3,14,38,1.0,42,1,14.0,8.0,5.0,5,8.0,5.0,5
2205,False,172,4,19,24,27.0,65,1,21.0,1.0,11.0,5,11.0,2.0,5
2206,True,9,1,0,0,1.0,27,1,2.0,0.0,12.0,5,6.0,6.0,5
2207,True,150,4,10,10,1.0,6,1,17.0,9.0,4.0,10,9.0,4.0,10
2208,False,100,2,31,7,12.0,58,1,16.0,10.0,3.0,10,4.0,8.0,10
2209,False,150,4,21,38,1.0,57,1,23.0,4.0,8.0,10,10.0,3.0,10
2210,True,21,1,3,0,1.0,34,1,3.0,4.0,8.0,10,11.0,2.0,10
2211,False,196,4,37,40,6.0,47,1,27.0,5.0,7.0,10,6.0,7.0,10
2212,True,47,2,0,14,1.0,34,1,6.0,2.0,10.0,5,3.0,9.0,5
2213,True,69,2,7,14,1.0,56,1,8.0,2.0,10.0,5,3.0,9.0,5
2214,True,138,4,20,21,1.0,77,1,19.0,3.0,9.0,5,2.0,10.0,5
2215,False,121,3,17,14,1.0,28,1,16.0,13.0,1.0,10,7.0,6.0,10
2216,True,130,3,14,17,2.0,35,1,17.0,7.0,6.0,10,13.0,1.0,10
2217,True,110,3,21,14,1.0,10,1,15.0,8.0,5.0,10,9.0,4.0,10
2218,False,168,4,21,55,1.0,59,1,23.0,9.0,4.0,10,8.0,5.0,10
2219,False,22,1,0,7,5.0,10,1,4.0,4.0,8.0,5,8.0,5.0,5
2220,True,131,3,21,24,1.0,58,1,19.0,8.0,5.0,5,4.0,8.0,5
2221,False,181,4,31,35,6.0,14,1,24.0,4.0,8.0,5,8.0,5.0,5
2222,False,9,1,0,0,1.0,45,1,1.0,8.0,5.0,5,5.0,7.0,5
2223,True,80,2,3,17,4.0,19,1,9.0,5.0,7.0,5,8.0,5.0,5
2224,True,149,4,10,38,1.0,44,1,18.0,5.0,7.0,5,8.0,5.0,5
2225,False,162,4,17,45,6.0,62,1,20.0,5.0,7.0,5,8.0,5.0,5
2226,False,170,4,45,17,4.0,10,1,21.0,8.0,5.0,5,5.0,7.0,5
2227,True,30,1,0,7,1.0,56,1,4.0,0.0,10.0,0,5.0,7.0,5
2228,False,37,2,0,7,1.0,33,1,4.0,0.0,10.0,0,5.0,7.0,5
2229,False,147,4,17,22,1.0,38,1,19.0,0.0,10.0,0,5.0,7.0,5
2230,True,157,4,17,22,5.0,70,1,21.0,0.0,10.0,0,5.0,7.0,5
2231,True,147,4,28,18,1.0,36,1,16.0,10.0,4.0,5,0.0,10.0,0
2232,True,9,1,0,0,5.0,31,1,1.0,4.0,8.0,5,2.0,10.0,5
2233,True,132,3,14,9,1.0,50,1,17.0,4.0,8.0,5,2.0,10.0,5
2234,False,174,4,9,24,3.0,7,1,22.0,2.0,10.0,5,4.0,8.0,5
2235,True,140,4,7,10,1.0,27,1,19.0,8.0,5.0,10,3.0,9.0,10
2236,True,146,4,7,10,1.0,1,1,19.0,8.0,5.0,10,3.0,9.0,10
2237,False,181,4,10,14,1.0,12,1,22.0,3.0,9.0,10,8.0,5.0,10
2238,True,28,1,0,7,1.0,3,1,2.0,5.0,7.0,10,7.0,6.0,10
2239,True,170,4,41,28,2.0,32,1,21.0,7.0,6.0,10,5.0,7.0,10
2240,True,169,4,43,7,1.0,20,1,27.0,7.0,6.0,10,1.0,11.0,10
2241,True,163,4,42,24,1.0,31,1,19.0,10.0,3.0,10,5.0,7.0,10
2242,False,45,2,7,0,1.0,1,1,6.0,12.0,2.0,5,2.0,10.0,5
2243,False,93,3,3,21,2.0,11,1,13.0,2.0,10.0,5,12.0,2.0,5
2244,False,33,1,7,7,1.0,40,1,5.0,9.0,4.0,10,3.0,9.0,10
2245,False,111,3,10,14,1.0,32,1,18.0,9.0,4.0,10,3.0,9.0,10
2246,False,181,4,31,28,1.0,39,1,30.0,9.0,4.0,10,3.0,9.0,10
2247,True,52,2,3,7,2.0,12,1,5.0,3.0,9.0,5,7.0,6.0,5
2248,False,69,2,7,10,1.0,1,1,6.0,7.0,6.0,5,3.0,9.0,5
2249,True,62,2,7,7,1.0,34,1,8.0,14.0,0.0,5,4.0,8.0,5
2250,True,135,3,14,42,2.0,67,1,19.0,4.0,8.0,5,14.0,0.0,5
2251,True,169,4,45,21,1.0,6,1,22.0,14.0,0.0,5,4.0,8.0,5
2252,True,189,4,52,21,2.0,14,1,24.0,14.0,0.0,5,4.0,8.0,5
2253,True,20,1,0,0,1.0,30,1,3.0,14.0,0.0,10,0.0,10.0,0
2254,False,106,3,38,0,19.0,38,1,17.0,14.0,0.0,10,0.0,10.0,0
2255,True,175,4,21,42,1.0,56,1,29.0,5.0,7.0,10,8.0,5.0,10
2256,True,135,3,7,31,2.0,24,1,19.0,8.0,5.0,5,11.0,2.0,5
2257,True,141,4,7,31,2.0,3,1,19.0,8.0,5.0,5,11.0,2.0,5
2258,True,151,4,13,31,1.0,34,1,21.0,8.0,5.0,5,11.0,2.0,5
2259,True,172,4,13,38,1.0,62,1,23.0,8.0,5.0,5,11.0,2.0,5
2260,True,177,4,13,38,1.0,23,1,23.0,8.0,5.0,5,11.0,2.0,5
2261,True,61,2,14,21,1.0,41,1,8.0,4.0,8.0,5,8.0,5.0,5
2262,False,87,2,21,21,1.0,15,1,12.0,4.0,8.0,5,8.0,5.0,5
2263,True,109,3,21,21,1.0,22,1,17.0,8.0,5.0,5,4.0,8.0,5
2264,True,137,3,24,28,1.0,21,1,19.0,8.0,5.0,5,4.0,8.0,5
2265,True,141,4,24,28,1.0,10,1,19.0,8.0,5.0,5,4.0,8.0,5
2266,False,160,4,13,23,29.0,44,1,21.0,4.0,8.0,10,7.0,6.0,10
2267,False,28,1,7,0,1.0,1,1,3.0,8.0,5.0,5,3.0,9.0,5
2268,False,69,2,0,7,12.0,87,1,8.0,3.0,9.0,5,8.0,5.0,5
2269,False,8,1,0,0,2.0,5,1,2.0,9.0,5.0,10,3.0,9.0,10
2270,False,159,4,21,34,24.0,55,1,23.0,3.0,9.0,10,9.0,5.0,10
2271,False,56,2,3,17,1.0,19,1,8.0,5.0,7.0,5,9.0,5.0,5
2272,True,67,2,17,3,6.0,47,1,9.0,9.0,5.0,5,5.0,7.0,5
2273,True,7,1,0,0,1.0,50,1,1.0,7.0,6.0,10,2.0,10.0,10
2274,True,74,2,6,14,1.0,1,1,10.0,2.0,10.0,10,7.0,6.0,10
2275,True,101,3,13,14,1.0,50,1,14.0,2.0,10.0,10,7.0,6.0,10
2276,False,132,4,3,49,2.0,50,1,17.0,3.0,9.0,5,13.0,1.0,10
2277,False,147,4,3,56,4.0,16,1,19.0,3.0,9.0,5,13.0,1.0,10
2278,False,166,4,3,62,10.0,80,1,21.0,3.0,9.0,5,13.0,1.0,10
2279,True,21,1,0,6,1.0,46,1,4.0,8.0,5.0,10,7.0,6.0,10
2280,True,154,3,14,55,1.0,69,1,19.0,2.0,10.0,5,10.0,4.0,5
2281,True,9,1,0,0,1.0,10,1,2.0,5.0,7.0,10,4.0,8.0,10
2282,True,28,1,0,3,1.0,52,1,4.0,6.0,7.0,10,11.0,2.0,10
2283,False,130,3,0,12,1.0,34,1,22.0,6.0,7.0,10,11.0,2.0,10
2284,False,149,4,0,12,2.0,2,1,26.0,6.0,7.0,10,11.0,2.0,10
2285,True,184,4,34,16,1.0,27,1,22.0,9.0,4.0,10,5.0,7.0,10
2286,False,177,4,21,10,3.0,35,1,28.0,11.0,2.0,10,5.0,7.0,10
2287,False,132,3,7,31,9.0,33,1,19.0,4.0,8.0,5,10.0,3.0,5
2288,True,138,3,31,7,2.0,30,1,20.0,10.0,3.0,5,4.0,8.0,5
2289,False,52,2,7,10,3.0,35,1,6.0,7.0,6.0,10,8.0,5.0,10
2290,True,150,3,24,24,1.0,41,1,21.0,8.0,5.0,10,7.0,6.0,10
2291,True,167,4,27,24,1.0,50,1,23.0,8.0,5.0,10,7.0,6.0,10
2292,True,150,4,3,17,1.0,39,1,21.0,6.0,6.0,10,10.0,4.0,10
2293,True,164,4,17,3,1.0,64,1,22.0,10.0,4.0,10,6.0,6.0,10
2294,True,62,2,28,6,1.0,21,1,12.0,8.0,5.0,5,3.0,10.0,5
2295,False,75,2,35,6,1.0,66,1,14.0,8.0,5.0,5,3.0,10.0,5
2296,True,135,4,56,6,1.0,23,1,22.0,8.0,5.0,5,3.0,10.0,5
2297,False,152,4,63,13,2.0,13,1,25.0,8.0,5.0,5,3.0,10.0,5
2298,True,156,4,13,63,1.0,79,1,26.0,3.0,10.0,5,8.0,5.0,5
2299,True,36,1,7,7,1.0,64,1,5.0,1.0,11.0,5,3.0,9.0,5
2300,True,54,2,10,7,1.0,37,1,6.0,1.0,11.0,5,3.0,9.0,5
2301,False,100,3,17,14,2.0,39,1,10.0,1.0,11.0,5,3.0,9.0,5
2302,True,156,4,26,27,3.0,38,1,19.0,1.0,11.0,5,3.0,9.0,5
2303,False,157,4,10,13,3.0,65,1,20.0,5.0,7.0,5,2.0,10.0,5
2304,True,52,2,7,10,1.0,28,1,8.0,10.0,3.0,10,8.0,5.0,10
2305,False,131,3,24,30,2.0,33,1,18.0,10.0,3.0,10,8.0,5.0,10
2306,True,106,3,14,10,2.0,33,1,13.0,6.0,6.0,5,8.0,5.0,10
2307,True,151,4,17,20,1.0,51,1,19.0,8.0,5.0,10,6.0,6.0,5
2308,True,131,4,21,24,1.0,62,1,20.0,7.0,6.0,5,9.0,5.0,5
2309,False,161,4,28,31,2.0,43,1,22.0,7.0,6.0,5,9.0,5.0,5
2310,True,33,1,7,0,1.0,5,1,4.0,8.0,5.0,10,4.0,8.0,10
2311,False,176,4,22,34,12.0,49,1,21.0,4.0,8.0,10,8.0,5.0,10
2312,True,21,1,7,0,1.0,42,1,3.0,6.0,6.0,5,6.0,6.0,5
2313,True,73,2,7,10,1.0,58,1,9.0,6.0,6.0,5,6.0,6.0,5
2314,True,116,3,24,10,1.0,37,1,15.0,4.0,8.0,10,9.0,4.0,10
2315,False,161,4,31,13,1.0,19,1,23.0,4.0,8.0,10,9.0,4.0,10
2316,False,44,2,10,3,2.0,45,1,5.0,7.0,6.0,10,2.0,10.0,10
2317,False,180,4,24,16,3.0,23,1,19.0,7.0,6.0,10,2.0,10.0,10
2318,False,118,3,3,24,17.0,21,1,16.0,4.0,8.0,10,6.0,7.0,10
2319,True,27,1,3,0,1.0,57,1,3.0,9.0,4.0,10,8.0,5.0,10
2320,True,54,2,3,3,1.0,31,1,6.0,8.0,5.0,10,9.0,4.0,10
2321,True,146,3,27,6,1.0,60,1,20.0,9.0,4.0,10,8.0,5.0,10
2322,False,12,1,0,0,4.0,40,1,1.0,5.0,7.0,10,13.0,1.0,10
2323,True,182,4,51,20,8.0,23,1,24.0,13.0,1.0,10,5.0,7.0,10
2324,False,187,4,51,20,9.0,13,1,24.0,13.0,1.0,10,5.0,7.0,10
2325,False,177,4,38,7,7.0,26,1,24.0,10.0,3.0,5,4.0,8.0,5
2326,False,155,4,38,10,5.0,27,1,22.0,10.0,3.0,10,5.0,7.0,10
2327,True,85,2,3,21,1.0,1,1,10.0,1.0,11.0,10,8.0,5.0,10
2328,False,142,4,45,10,6.0,27,1,24.0,12.0,1.0,5,7.0,6.0,5
2329,False,15,1,0,7,6.0,36,1,2.0,13.0,1.0,10,6.0,7.0,10
2330,True,26,1,0,7,1.0,46,1,4.0,13.0,1.0,10,6.0,7.0,10
2331,False,114,3,28,21,1.0,43,1,14.0,13.0,1.0,10,6.0,7.0,10
2332,False,120,3,14,28,2.0,44,1,18.0,0.0,12.0,5,3.0,9.0,5
2333,True,150,4,14,28,8.0,12,1,22.0,0.0,12.0,5,3.0,9.0,5
2334,False,161,4,28,21,11.0,22,1,23.0,3.0,9.0,5,0.0,12.0,5
2335,False,109,3,14,21,1.0,45,1,18.0,14.0,0.0,10,8.0,5.0,10
2336,True,14,1,7,0,1.0,29,1,2.0,14.0,0.0,5,8.0,5.0,5
2337,True,51,2,0,24,1.0,51,1,10.0,5.0,7.0,5,7.0,6.0,5
2338,True,94,2,17,35,1.0,47,1,13.0,3.0,9.0,10,12.0,1.0,10
2339,True,160,4,23,42,4.0,47,1,23.0,3.0,9.0,10,12.0,1.0,10
2340,False,43,2,0,0,2.0,13,1,5.0,5.0,7.0,5,5.0,7.0,5
2341,False,68,2,7,21,2.0,49,1,7.0,4.0,8.0,10,9.0,4.0,10
2342,True,172,4,34,14,2.0,41,1,24.0,9.0,4.0,10,4.0,8.0,10
2343,True,181,4,17,35,1.0,64,1,25.0,9.0,4.0,5,9.0,5.0,5
2344,False,75,2,10,10,1.0,32,1,10.0,5.0,7.0,5,2.0,10.0,5
2345,False,108,3,10,13,1.0,72,1,15.0,2.0,10.0,5,5.0,7.0,5
2346,False,38,2,0,0,1.0,1,1,5.0,9.0,4.0,10,10.0,3.0,10
2347,False,55,2,0,0,9.0,28,1,7.0,9.0,4.0,10,10.0,3.0,10
2348,True,110,3,3,6,1.0,50,1,14.0,10.0,3.0,10,9.0,4.0,10
2349,True,171,4,16,16,1.0,36,1,23.0,9.0,4.0,10,10.0,3.0,10
2350,True,99,3,24,14,1.0,26,1,14.0,8.0,5.0,5,5.0,7.0,5
2351,True,52,2,7,0,1.0,43,1,9.0,8.0,5.0,10,4.0,8.0,10
2352,True,63,2,0,7,1.0,71,1,10.0,4.0,8.0,10,8.0,5.0,10
2353,False,167,4,30,20,1.0,32,1,26.0,4.0,8.0,5,2.0,10.0,5
2354,True,19,1,0,3,1.0,45,1,2.0,9.0,4.0,10,4.0,8.0,10
2355,True,123,3,13,17,1.0,69,1,16.0,4.0,8.0,10,9.0,4.0,10
2356,False,147,4,17,13,6.0,18,1,19.0,9.0,4.0,10,4.0,8.0,10
2357,True,162,4,17,13,1.0,50,1,21.0,9.0,4.0,10,4.0,8.0,10
2358,True,85,2,7,17,1.0,51,1,11.0,7.0,6.0,5,9.0,5.0,5
2359,False,128,3,17,7,1.0,55,1,15.0,9.0,5.0,5,7.0,6.0,5
2360,True,107,3,16,17,1.0,3,1,13.0,5.0,7.0,5,0.0,12.0,5
2361,True,102,3,0,30,1.0,29,1,14.0,7.0,6.0,10,13.0,1.0,10
2362,True,127,4,30,3,1.0,6,1,17.0,13.0,1.0,10,7.0,6.0,10
2363,True,152,4,24,30,1.0,54,1,17.0,11.0,3.0,10,8.0,5.0,10
2364,True,76,2,10,10,1.0,20,1,13.0,10.0,4.0,5,6.0,7.0,5
2365,False,142,4,24,17,1.0,16,1,20.0,6.0,7.0,5,10.0,4.0,5
2366,False,155,4,17,24,21.0,50,1,21.0,10.0,4.0,5,6.0,7.0,5
2367,True,12,1,7,0,2.0,38,1,2.0,10.0,4.0,5,2.0,10.0,5
2368,True,31,1,7,7,1.0,30,1,6.0,7.0,6.0,10,7.0,6.0,10
2369,False,96,3,14,21,1.0,1,1,14.0,7.0,6.0,10,7.0,6.0,10
2370,False,125,4,10,16,1.0,37,1,16.0,2.0,10.0,10,8.0,5.0,10
2371,False,133,4,16,10,1.0,26,1,17.0,8.0,5.0,10,2.0,10.0,10
2372,False,152,4,10,16,1.0,71,1,20.0,2.0,10.0,10,8.0,5.0,10
2373,True,164,4,10,19,4.0,63,1,22.0,2.0,10.0,10,8.0,5.0,10
2374,True,63,2,7,14,1.0,29,1,10.0,5.0,7.0,5,4.0,8.0,5
2375,False,176,4,38,19,8.0,37,1,27.0,10.0,3.0,5,6.0,6.0,5
2376,False,104,2,10,0,4.0,39,1,18.0,8.0,5.0,10,9.0,4.0,10
2377,True,113,3,10,0,1.0,57,1,19.0,8.0,5.0,10,9.0,4.0,10
2378,False,53,2,10,0,5.0,10,1,6.0,2.0,10.0,5,3.0,10.0,5
2379,True,13,1,0,0,1.0,17,1,1.0,9.0,4.0,10,8.0,5.0,10
2380,False,173,4,31,10,6.0,19,1,21.0,9.0,4.0,10,8.0,5.0,10
2381,False,169,4,26,21,2.0,26,1,19.0,8.0,5.0,5,3.0,9.0,5
2382,False,103,2,24,13,1.0,3,1,14.0,9.0,4.0,5,6.0,6.0,5
2383,True,59,2,14,13,1.0,44,1,9.0,6.0,6.0,5,8.0,5.0,10
2384,False,72,2,0,10,4.0,33,1,10.0,1.0,11.0,10,5.0,7.0,10
2385,True,11,1,0,0,1.0,1,1,2.0,8.0,5.0,10,10.0,3.0,10
2386,True,174,4,37,33,3.0,33,1,23.0,10.0,3.0,10,8.0,5.0,10
2387,True,180,4,37,33,2.0,19,1,23.0,10.0,3.0,10,8.0,5.0,10
2388,False,23,1,0,7,4.0,40,1,2.0,4.0,8.0,5,0.0,12.0,5
2389,False,126,4,10,20,19.0,36,1,16.0,4.0,8.0,5,0.0,12.0,5
2390,False,174,4,10,20,5.0,44,1,19.0,9.0,5.0,5,12.0,2.0,5
2391,False,124,3,0,35,2.0,44,1,17.0,3.0,10.0,5,14.0,0.0,5
2392,True,166,4,42,7,4.0,7,1,26.0,14.0,0.0,5,3.0,10.0,5
2393,True,95,3,16,13,2.0,47,1,10.0,11.0,3.0,10,9.0,5.0,10
2394,False,150,4,33,27,1.0,37,1,16.0,11.0,3.0,10,9.0,5.0,10
2395,True,160,4,33,34,1.0,77,1,18.0,11.0,3.0,10,9.0,5.0,10
2396,False,180,4,34,39,2.0,57,1,19.0,9.0,5.0,10,11.0,3.0,10
2397,True,116,3,20,14,1.0,39,1,16.0,8.0,5.0,10,8.0,5.0,10
2398,False,203,4,38,32,1.0,36,1,24.0,9.0,5.0,5,10.0,4.0,5
2399,False,76,2,7,14,1.0,38,1,8.0,3.0,9.0,5,5.0,7.0,5
2400,True,127,3,7,14,8.0,45,1,15.0,3.0,9.0,5,5.0,7.0,5
2401,False,142,4,14,14,1.0,39,1,17.0,3.0,9.0,5,5.0,7.0,5
2402,True,163,4,44,10,11.0,11,1,22.0,10.0,3.0,10,6.0,7.0,5
2403,True,8,1,0,0,2.0,35,1,1.0,3.0,9.0,10,8.0,5.0,5
2404,True,80,2,14,21,1.0,41,1,11.0,8.0,5.0,5,3.0,9.0,10
2405,False,80,2,14,35,7.0,89,1,13.0,2.0,10.0,5,4.0,8.0,5
2406,True,8,1,0,0,1.0,32,1,2.0,10.0,4.0,10,13.0,1.0,10
2407,True,13,1,0,0,1.0,23,1,2.0,10.0,3.0,10,12.0,1.0,10
2408,True,38,1,7,7,1.0,32,1,4.0,10.0,3.0,10,12.0,1.0,10
2409,False,192,4,44,45,10.0,82,1,29.0,10.0,3.0,10,12.0,1.0,10
2410,False,66,2,14,3,2.0,36,1,11.0,9.0,4.0,10,9.0,4.0,10
2411,False,177,4,21,17,15.0,20,1,23.0,8.0,5.0,10,9.0,4.0,10
2412,False,45,2,7,3,2.0,14,1,6.0,5.0,7.0,10,8.0,5.0,10
2413,True,85,2,3,21,1.0,47,1,11.0,8.0,5.0,10,5.0,7.0,10
2414,False,117,3,10,35,5.0,13,1,15.0,8.0,5.0,10,5.0,7.0,10
2415,True,92,3,0,3,1.0,30,1,16.0,10.0,4.0,5,5.0,7.0,5
2416,False,126,3,17,38,1.0,58,1,20.0,8.0,5.0,5,9.0,4.0,10
2417,True,40,2,0,7,4.0,33,1,6.0,8.0,5.0,5,7.0,6.0,5
2418,True,54,2,7,7,2.0,43,1,7.0,7.0,6.0,5,8.0,5.0,5
2419,True,67,2,7,14,1.0,56,1,8.0,8.0,5.0,5,7.0,6.0,5
2420,True,149,4,25,28,2.0,55,1,19.0,7.0,6.0,5,8.0,5.0,5
2421,False,173,5,28,28,1.0,1,1,21.0,8.0,5.0,5,7.0,6.0,5
2422,False,189,5,28,35,5.0,20,1,24.0,8.0,5.0,5,7.0,6.0,5
2423,True,156,4,20,28,1.0,45,1,21.0,7.0,6.0,5,10.0,3.0,5
2424,True,159,4,7,37,1.0,1,1,21.0,8.0,5.0,10,11.0,2.0,5
2425,False,186,4,20,44,10.0,63,1,26.0,8.0,5.0,10,11.0,2.0,5
2426,True,37,1,0,14,1.0,10,1,6.0,10.0,3.0,5,8.0,5.0,10
2427,False,117,3,24,14,1.0,25,1,17.0,10.0,3.0,5,8.0,5.0,10
2428,True,173,4,21,37,1.0,52,1,27.0,8.0,5.0,10,10.0,3.0,5
2429,False,15,1,0,7,2.0,40,1,2.0,8.0,5.0,5,8.0,5.0,5
2430,True,135,4,16,17,1.0,70,1,17.0,10.0,3.0,10,0.0,5.0,10
2431,False,73,2,21,7,1.0,4,1,10.0,7.0,6.0,5,9.0,5.0,5
2432,False,88,3,7,21,1.0,25,1,13.0,9.0,5.0,5,7.0,6.0,5
2433,True,67,2,10,14,1.0,67,1,8.0,7.0,6.0,10,9.0,5.0,10
2434,True,142,4,13,21,3.0,43,1,18.0,7.0,6.0,10,9.0,5.0,10
2435,False,147,4,13,21,8.0,32,1,18.0,7.0,6.0,10,9.0,5.0,10
2436,False,132,3,14,17,5.0,52,1,18.0,6.0,7.0,10,8.0,5.0,10
2437,False,106,3,21,17,1.0,9,1,18.0,9.0,4.0,5,7.0,6.0,10
2438,False,155,4,21,28,16.0,83,1,27.0,9.0,4.0,5,7.0,6.0,10
2439,False,12,1,0,0,1.0,26,1,1.0,7.0,6.0,10,6.0,7.0,10
2440,True,73,2,7,7,2.0,30,1,10.0,10.0,4.0,5,8.0,5.0,10
2441,True,97,3,14,10,1.0,43,1,14.0,10.0,4.0,5,8.0,5.0,10
2442,False,116,3,21,10,1.0,3,1,16.0,10.0,4.0,5,8.0,5.0,10
2443,False,127,3,24,24,1.0,35,1,18.0,8.0,5.0,10,8.0,5.0,10
2444,False,165,4,14,37,10.0,20,1,22.0,7.0,6.0,10,10.0,3.0,10
2445,True,64,2,14,3,2.0,22,1,9.0,8.0,5.0,5,10.0,4.0,5
2446,True,140,3,34,20,3.0,54,1,17.0,8.0,5.0,5,10.0,4.0,5
2447,True,151,4,34,20,1.0,1,1,17.0,8.0,5.0,5,10.0,4.0,5
2448,True,174,4,20,41,3.0,61,1,20.0,10.0,4.0,5,8.0,5.0,5
2449,True,192,4,21,35,2.0,39,1,29.0,8.0,5.0,10,8.0,5.0,10
2450,False,244,5,35,38,5.0,5,1,35.0,8.0,5.0,10,8.0,5.0,10
2451,True,47,2,9,0,1.0,33,1,6.0,13.0,1.0,10,12.0,1.0,10
2452,True,104,3,30,3,1.0,2,1,14.0,13.0,1.0,10,12.0,1.0,10
2453,True,148,4,10,44,1.0,19,1,19.0,12.0,1.0,10,13.0,1.0,10
2454,True,82,2,10,10,1.0,14,1,9.0,11.0,2.0,10,10.0,3.0,10
2455,False,29,1,0,7,1.0,68,1,5.0,7.0,6.0,10,8.0,5.0,10
2456,False,75,2,0,13,10.0,35,1,11.0,7.0,6.0,10,8.0,5.0,10
2457,True,104,3,0,13,1.0,60,1,16.0,7.0,6.0,10,8.0,5.0,10
2458,False,28,1,0,0,1.0,1,1,3.0,9.0,4.0,10,9.0,4.0,10
2459,False,124,3,7,7,1.0,1,1,21.0,9.0,4.0,10,9.0,4.0,10
2460,False,5,1,0,0,1.0,51,1,1.0,7.0,6.0,5,8.0,5.0,10
2461,False,140,4,3,20,2.0,72,1,21.0,7.0,6.0,5,8.0,5.0,10
2462,False,108,3,20,21,1.0,51,1,15.0,9.0,4.0,10,6.0,7.0,10
2463,False,140,4,17,14,4.0,4,1,21.0,11.0,2.0,10,11.0,3.0,10
2464,True,145,4,21,37,1.0,62,1,20.0,0.0,10.0,0,10.0,3.0,5
2465,False,144,3,0,13,1.0,84,1,20.0,3.0,9.0,5,10.0,4.0,5
2466,True,189,4,34,7,1.0,51,1,27.0,10.0,4.0,5,3.0,9.0,5
2467,True,11,1,0,0,1.0,3,1,1.0,11.0,2.0,5,6.0,7.0,10
2468,True,136,3,21,23,3.0,39,1,17.0,11.0,2.0,5,6.0,7.0,10
2469,True,146,3,23,28,1.0,60,1,18.0,6.0,7.0,10,11.0,2.0,5
2470,False,55,2,7,7,2.0,38,1,8.0,0.0,10.0,0,3.0,9.0,10
2471,False,127,4,10,19,1.0,32,1,19.0,3.0,9.0,10,0.0,10.0,0
2472,True,145,4,19,10,1.0,6,1,22.0,0.0,10.0,0,3.0,9.0,10
2473,True,153,4,10,26,7.0,43,1,23.0,3.0,9.0,10,0.0,10.0,0
2474,True,170,4,26,18,5.0,5,1,25.0,0.0,10.0,0,3.0,9.0,10
2475,True,52,2,2,3,1.0,32,1,9.0,1.0,11.0,5,10.0,4.0,10
2476,True,77,2,3,5,1.0,21,1,14.0,10.0,4.0,10,1.0,11.0,5
2477,False,5,1,0,0,3.0,68,1,1.0,0.0,10.0,0,5.0,7.0,10
2478,False,32,1,7,7,1.0,34,1,4.0,5.0,7.0,10,0.0,10.0,0
2479,True,49,1,14,7,3.0,34,1,8.0,5.0,7.0,10,0.0,10.0,0
2480,True,143,3,28,52,1.0,68,1,24.0,0.0,10.0,0,5.0,7.0,10
2481,True,35,1,7,0,1.0,46,1,5.0,4.0,8.0,5,0.0,10.0,0
2482,False,102,3,7,10,3.0,36,1,14.0,4.0,8.0,5,0.0,10.0,0
2483,False,158,4,17,10,17.0,67,1,20.0,4.0,8.0,5,0.0,10.0,0
2484,False,24,1,0,7,2.0,27,1,4.0,0.0,10.0,0,8.0,5.0,5
2485,True,7,1,0,0,1.0,54,1,1.0,7.0,6.0,5,8.0,5.0,10
2486,True,69,2,6,10,1.0,45,1,9.0,7.0,6.0,5,8.0,5.0,10
2487,True,112,3,17,0,1.0,63,1,16.0,6.0,6.0,5,0.0,10.0,0
2488,True,147,4,0,24,1.0,11,1,19.0,0.0,10.0,0,6.0,6.0,5
2489,True,91,3,10,7,2.0,54,1,12.0,0.0,10.0,0,6.0,6.0,5
2490,True,23,1,7,0,2.0,30,1,3.0,11.0,2.0,10,7.0,6.0,10
2491,True,102,3,7,20,1.0,35,1,12.0,7.0,6.0,10,11.0,2.0,10
2492,False,163,4,27,10,1.0,45,1,19.0,11.0,2.0,10,7.0,6.0,10
2493,False,179,4,10,27,2.0,2,1,20.0,7.0,6.0,10,11.0,2.0,10
